Epoch,Total Runtime,Validation Perplexity,Average Convergence Cap,Maximum Convergence Gap
63,1716.418726308,106.05933952787497,0.0,0.0
64,1744.245641003,106.07523141350546,0.0,0.0
65,1770.500902334,106.17861014209291,0.0,0.0
66,1796.743240572,106.13628522066931,0.0,0.0
67,1822.988394256,106.03834008706534,0.0,0.0
68,1850.814107502,105.85097056538308,0.0,0.0
69,1878.68145109,105.99058580395496,0.0,0.0
70,1904.932683594,105.90019063951394,0.0,0.0
71,1931.175643823,105.88886828339669,0.0,0.0
72,1957.424719131,106.18466970354893,0.0,0.0
73,1983.672953457,106.18339403604993,0.0,0.0
74,2009.925767171,106.16005746606643,0.0,0.0
75,2036.169579078,106.35318156515451,0.0,0.0
76,2062.422317261,106.27104204504923,0.0,0.0
77,2088.671566774,106.2246606627342,0.0,0.0
78,2114.919765164,106.17643214761425,0.0,0.0
79,2141.157712606,106.14338983525016,0.0,0.0
80,2167.39810009,106.108566461854,0.0,0.0
81,2193.6382107570003,106.07753674204405,0.0,0.0
82,2219.886485718,106.05842707237903,0.0,0.0
83,2246.127131888,106.03014811922104,0.0,0.0
84,2272.372904934,106.00541092441259,0.0,0.0
85,2298.610962925,105.98741583555051,0.0,0.0
86,2324.844248403,105.97518365346562,0.0,0.0
87,2351.08534223,105.96322875872063,0.0,0.0
88,2377.329627604,105.95183453718356,0.0,0.0
89,2403.564875709,105.94895385993985,0.0,0.0
90,2429.803906871,105.94036877588464,0.0,0.0
91,2456.049714537,105.94470019576165,0.0,0.0
92,2482.290725739,105.93787157280832,0.0,0.0
93,2508.53444097,105.9163587215161,0.0,0.0
94,2534.771839467,105.91770365088354,0.0,0.0
95,2561.01276767,105.90295473089998,0.0,0.0
96,2587.256809278,105.91562746226835,0.0,0.0
97,2613.498910296,105.91337517529931,0.0,0.0
98,2639.746954267,105.90549651377091,0.0,0.0
99,2665.985920105,105.90261062765704,0.0,0.0
100,2692.232968827,105.89732462636103,0.0,0.0
101,2718.480090396,105.90147062488194,0.0,0.0
102,2744.72581292,105.8891446041489,0.0,0.0
103,2770.966288641,105.87640315821437,0.0,0.0
104,2797.207745325,105.88381150192319,0.0,0.0
105,2823.451655229,105.87983440302543,0.0,0.0
106,2849.688606773,105.8703194008227,0.0,0.0
107,2875.931821498,105.86335932992728,0.0,0.0
108,2902.169120057,105.86752361198458,0.0,0.0
109,2928.416894119,105.86431414272764,0.0,0.0
110,2954.662616566,105.8553299367131,0.0,0.0
111,2980.9018551,105.85559915659269,0.0,0.0
112,3007.152823079,105.87202405232698,0.0,0.0
113,3033.389523541,105.871377148712,0.0,0.0
114,3749.119063137,97.88460231776706,0.0,0.0
115,4627.79607805,101.58979418153908,0.0,0.0
116,5505.008164741,98.60506998503986,0.0,0.0
117,6381.872842311,98.7001707571559,0.0,0.0
118,7259.095161758,98.21167702092409,0.0,0.0
119,8135.881627241,97.98016914238853,0.0,0.0
120,9012.649996802,97.92653831136143,0.0,0.0
121,9889.483201657,97.83493597114858,0.0,0.0
122,10768.353115000999,97.71540079848104,0.0,0.0
123,11646.830685678,97.81623880877423,0.0,0.0
124,12523.845161975,97.06357472698635,0.0,0.0
125,13403.626737248998,96.97045329166495,0.0,0.0
126,14282.369436039,96.70932729423167,0.0,0.0
127,15160.834876825998,96.67813123897331,0.0,0.0
128,16039.344813426,96.69245904465804,0.0,0.0
