Epoch,Total Runtime,Validation Perplexity,Average Convergence Cap,Maximum Convergence Gap
1,152.574657653,215.15493886215828,0.0,0.0
2,306.190954011,168.17315652653892,0.0,0.0
3,460.025072465,142.9159536925232,0.0,0.0
4,613.872641884,130.31792278007626,0.0,0.0
5,767.69799572,122.8807337375797,0.0,0.0
6,921.5067190320001,117.76891452805658,0.0,0.0
7,1075.3330380959999,113.5614187633946,0.0,0.0
8,1229.1389385139998,111.39854505972004,0.0,0.0
9,1383.101911694,109.35626532616037,0.0,0.0
10,1536.920627384,106.99041759614741,0.0,0.0
11,1690.811885747,104.7133316709748,0.0,0.0
12,1844.527227889,104.27278082763117,0.0,0.0
13,1998.420753747,103.10245991519132,0.0,0.0
14,2152.279471195,102.03930073956946,0.0,0.0
15,2306.069879111,102.26076848897775,0.0,0.0
16,2458.393257317,100.49761233294409,0.0,0.0
17,2612.244729259,99.53870170097362,0.0,0.0
18,2766.02414899,97.25165933822625,0.0,0.0
19,2919.798378871,97.78959952874848,0.0,0.0
20,3072.103653315,98.18741821886378,0.0,0.0
21,3224.354655057,96.15534691395133,0.0,0.0
22,3378.129536476,96.19993318767948,0.0,0.0
23,3530.4845131839998,97.06986529757484,0.0,0.0
24,3682.8059387069998,98.41150873028397,0.0,0.0
25,3835.128295892,96.11887755811652,0.0,0.0
26,3988.887167748,94.20287880361208,0.0,0.0
27,4142.690453546001,96.77786648014303,0.0,0.0
28,4295.038221817001,93.47756561445955,0.0,0.0
29,4448.840842916,93.98661318965242,0.0,0.0
30,4601.166365035,92.72102097573114,0.0,0.0
31,4754.998084098001,92.55338676743087,0.0,0.0
32,4908.798993058001,92.29636922429353,0.0,0.0
33,5062.630667667,91.97000900280113,0.0,0.0
34,5216.521957158,91.75642747726337,0.0,0.0
35,5370.333957725001,93.19142439474919,0.0,0.0
36,5522.676716736,91.82585453688597,0.0,0.0
37,5675.0584090620005,91.0777084305584,0.0,0.0
38,5828.8826636720005,90.55809946253686,0.0,0.0
39,5982.755144149,89.81988909932782,0.0,0.0
40,6136.6055504490005,90.28814185743984,0.0,0.0
41,6288.879699705,90.9817250425435,0.0,0.0
42,6440.886736337,90.16563697624312,0.0,0.0
43,6593.020497708,90.52299819131521,0.0,0.0
44,6745.569457376,90.58631597556196,0.0,0.0
45,6898.126212805,90.243516076562,0.0,0.0
46,7050.724837350001,90.09372711207087,0.0,0.0
47,7203.332917866001,90.06905545855895,0.0,0.0
48,7355.96931568,90.2684031673691,0.0,0.0
49,7508.605353101,88.7661445033055,0.0,0.0
50,7662.700135159001,88.44160275081178,0.0,0.0
51,7816.852973377,88.90458893441067,0.0,0.0
52,7969.388619542,88.18238347932726,0.0,0.0
53,8123.4434058570005,87.81852519926836,0.0,0.0
54,8277.561936963,88.4272123551645,0.0,0.0
55,8429.90586522,88.84438744963141,0.0,0.0
56,8582.436013733,88.99784139803606,0.0,0.0
57,8734.981736196,88.76556240399812,0.0,0.0
58,8887.531403314,89.62450102544022,0.0,0.0
59,9040.046532187,90.27874594964422,0.0,0.0
60,9192.573389794,85.90264546974421,0.0,0.0
61,9346.740659278,85.11378641470303,0.0,0.0
62,9500.849957438,83.57419684681555,0.0,0.0
63,9654.932559857001,82.70437704123502,0.0,0.0
64,9809.056284286,82.38646625628695,0.0,0.0
65,9963.156855134,82.10868587393148,0.0,0.0
66,10117.067813312,81.9074075232773,0.0,0.0
67,10271.004393609,81.98027909817264,0.0,0.0
68,10423.53094547,81.57800824531928,0.0,0.0
69,10577.655413525,81.36320977013371,0.0,0.0
70,10731.802358278,81.82800644177304,0.0,0.0
71,10884.333128549,80.83004028407969,0.0,0.0
72,11038.457421732,81.38059983260098,0.0,0.0
73,11190.95768499,80.81535571407362,0.0,0.0
74,11345.127855064,81.03660722302673,0.0,0.0
75,11497.650721988,81.40061447958661,0.0,0.0
76,12066.354861246,78.8855254746553,0.0,0.0
77,12945.536095039,83.21336099953956,0.0,0.0
78,13821.77479343,84.45825601689108,0.0,0.0
79,14697.904701684,84.33935493744492,0.0,0.0
80,15573.821392097001,84.3669924622044,0.0,0.0
81,16449.916076552,84.62368074640321,0.0,0.0
